ID,TargetB,TargetD,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemMedIncome,DemPctVeterans,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftAvgLast,GiftTimeFirst,GiftTimeLast,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll
15651,1,10,24,42,F,H,149700,53466,40,4,14,2,7,8.5,6.93,9.5,10,127,23,12,32,68,6,15,29,A,0
190355,0,,22,81,F,U,72800,0,8,2,12,2,12,12.5,9,12.5,10,100,16,4,12,35,2,6,18,E,1
15659,0,,30,38,F,H,45600,40262,29,2,2,0,0,13,13,,16,20,16,12,18,17,5,5,6,N,0
15668,1,45,44,56,M,H,70700,40262,27,1,3,0,2,20,9.33,,20,68,26,9,20,34,4,4,12,A,0
15697,1,20,43,,U,U,53500,43481,37,2,3,0,1,16,14,,20,44,19,14,31,35,6,6,13,A,0
15704,0,,40,51,F,H,66200,51338,20,3,3,2,2,10.33,10.33,8,15,32,18,12,28,25,6,13,11,A,0
1799,1,10,27,,M,H,86000,51338,35,8,21,6,12,7.25,9.24,7.67,9,75,4,25,46,88,11,21,32,A,1
15756,0,,41,69,F,H,46700,42855,24,4,9,1,2,6.25,5.78,5,5,52,18,12,32,40,6,15,16,A,0
15772,1,10,32,,F,H,43900,28618,43,5,18,3,13,7.6,5.67,6.67,8,130,16,11,30,70,6,16,30,S,1
45922,0,,5,59,M,H,105500,45910,43,1,3,0,1,15,10.33,,15,52,17,10,23,27,4,4,12,A,0
15857,0,,40,50,F,H,76900,53804,28,1,5,1,2,15,12,15,15,64,21,10,26,44,4,10,15,A,0
15874,0,,34,52,M,H,124400,78433,27,2,2,2,2,14,14,14,25,33,23,14,30,28,6,13,11,A,0
15912,1,6,35,69,M,H,93000,59061,31,6,9,2,4,6.5,6.33,6.5,6,52,20,14,35,42,6,16,16,S,1
15902,0,,44,33,F,H,82200,59061,31,2,2,0,0,15,15,,20,31,18,10,24,22,4,4,9,A,0
15940,0,,41,73,M,U,86100,0,0,4,15,3,10,5,5.33,5,5,105,17,12,27,62,4,11,22,S,1
15965,1,5,41,70,M,H,42900,37148,23,5,16,2,8,4.2,3.69,4.5,4,124,16,13,32,62,6,15,27,A,1
15945,0,,36,67,M,H,40500,37148,25,2,2,2,2,20,20,20,20,29,23,10,20,19,4,9,8,A,0
16014,1,10,40,,M,U,62800,48625,26,2,13,1,6,17.5,10.54,15,20,116,26,10,32,62,5,16,30,A,1
15996,0,,43,,F,U,65100,48625,24,2,4,1,3,12,9,15,15,56,24,10,28,39,5,12,14,A,0
16011,0,,36,61,M,U,62500,48625,29,1,18,0,10,20,10.06,,20,121,21,13,33,75,6,6,30,A,1
15052,0,,40,,F,U,59500,0,30,2,2,1,1,20,20,15,25,29,15,12,26,23,5,11,10,A,0
16049,0,,36,67,F,U,61700,0,27,1,2,1,2,16,13,16,16,53,19,11,19,27,4,7,10,A,0
16099,1,12,43,70,F,H,66000,41736,18,4,4,1,1,5.5,5.5,5,10,32,20,13,26,25,6,11,9,A,0
16102,1,15,40,41,F,H,74400,41736,42,1,1,1,1,15,15,15,15,19,19,10,16,14,4,7,6,F,0
16136,0,,35,,F,U,56500,40898,32,6,14,2,3,3.67,3.57,5,3,69,15,12,31,60,6,16,20,A,0
4132,0,,50,71,F,U,89400,40898,24,4,21,2,9,14.75,10.95,17.5,10,111,19,30,51,103,6,17,29,A,1
16138,0,,40,41,M,H,67900,40898,40,5,18,2,8,15,12.61,15,15,75,17,13,35,64,6,17,24,S,1
16175,1,30,50,69,F,U,44400,45566,15,1,1,1,1,25,25,25,25,24,24,6,16,14,2,6,5,N,0
16215,0,,40,71,M,H,76900,0,34,2,19,0,8,10,9.74,,10,92,26,10,32,59,5,5,24,A,1
16230,0,,47,,M,U,53100,39914,28,3,3,1,1,21.67,21.67,25,25,30,24,12,27,24,6,13,11,A,0
16247,1,10,43,,U,U,57600,0,19,3,13,2,10,10,8.92,10,10,110,20,13,30,57,6,13,23,S,1
15800,1,5,35,69,F,H,66900,42537,40,11,38,7,23,5.09,4.97,5.14,5,127,15,14,34,83,7,18,34,S,1
16329,1,7,39,50,F,H,68300,49836,25,5,15,1,6,5.6,4.87,6,5,97,15,12,31,64,5,13,26,S,1
16973,1,8,40,,F,U,102400,0,29,6,38,4,15,7.83,6.39,7.75,9,128,17,10,30,78,5,16,31,S,1
16394,0,,24,47,M,H,138100,49601,20,1,20,0,11,15,10.7,,15,124,21,12,30,76,6,6,29,A,1
16480,0,,32,65,F,H,45900,45037,21,4,18,1,10,15,9.11,15,15,123,24,11,33,70,6,17,32,A,1
16450,0,,32,73,M,U,50600,45037,8,3,3,0,0,13.67,13.67,,21,32,15,12,25,25,5,5,9,A,0
188284,1,5,22,59,F,H,298900,53517,28,3,20,1,10,5.67,5.1,5,10,121,6,19,37,79,7,14,29,S,1
15648,1,20,28,,F,H,249000,73547,22,3,22,2,14,14.67,8.95,15.5,16,130,22,13,35,73,6,17,33,A,1
15720,0,,44,29,F,H,126400,73547,36,3,5,2,4,13.33,10,12.5,15,45,26,10,29,37,5,15,15,A,1
16532,0,,24,54,M,H,121400,73547,24,1,2,1,1,3,9,3,15,30,25,11,23,22,4,9,8,A,0
16562,0,,15,60,F,H,95900,51354,11,4,7,2,4,7.75,6.29,8,9,45,16,15,34,37,6,15,15,A,1
16643,1,12.5,24,83,F,H,89500,66208,25,3,3,1,1,13.67,13.67,16,15,27,18,12,26,23,6,13,11,N,0
188246,1,10,24,,M,U,93700,0,44,4,20,3,11,11.25,7.85,10,10,109,18,6,14,43,2,6,19,E,1
16662,0,,43,,U,U,57300,45926,24,2,5,1,4,16,10.8,20,20,63,20,13,32,45,6,14,17,A,0
18300,0,,35,43,M,H,101900,78801,31,1,6,0,2,20,17.83,,20,110,18,13,32,62,6,6,26,A,0
16688,0,,35,43,F,H,101800,67969,28,2,3,1,1,7.5,7,5,10,21,16,11,18,16,5,8,7,N,0
16723,0,,22,,F,U,92500,38494,14,3,3,2,2,14.33,14.33,16.5,20,29,16,8,23,24,4,12,10,A,0
16764,0,,12,35,F,H,102800,82719,26,1,8,0,2,25,14.88,,15,68,18,13,32,54,6,6,21,A,0
16771,1,5,35,77,F,H,201800,82719,32,3,18,1,11,5,4.72,5,5,111,19,5,18,50,2,7,19,S,1
16774,1,10,17,44,F,H,78600,82719,18,6,28,4,17,10.5,8.75,10.75,10,126,16,15,35,86,6,17,34,S,1
16777,1,35,11,45,F,H,96400,0,29,2,2,1,1,15,15,5,25,29,15,10,20,20,3,7,7,E,0
16813,1,10,24,72,M,U,124500,0,27,4,5,2,2,6.75,6.6,6,6,24,15,13,22,21,5,9,8,N,1
24281,0,,38,,F,U,194700,78656,28,2,10,1,5,15,9.6,15,15,120,18,14,33,62,6,15,25,A,1
16837,0,,22,43,F,H,161000,78656,20,1,17,0,8,15,9.59,,15,86,18,12,25,58,5,5,21,A,1
188155,1,8,22,,U,U,161000,0,20,5,20,4,13,6.8,6.05,6.75,7,102,16,6,14,41,2,6,19,E,1
190040,1,12,22,,M,U,161000,0,20,2,2,2,2,12.5,12.5,12.5,15,24,16,4,9,9,2,5,5,E,1
16863,1,50,22,64,F,U,95100,73793,10,3,4,3,4,18.33,15,18.33,25,44,16,16,32,39,6,14,14,A,0
16972,1,12,44,39,M,U,62100,56388,23,3,20,2,11,8.5,10.59,10,10,130,23,13,31,75,6,14,29,S,1
16889,0,,49,34,F,U,73900,56388,16,2,7,1,3,12.5,12.14,10,15,76,19,14,28,50,6,12,18,A,0
88361,0,,13,54,U,U,86000,0,29,2,6,1,2,18,11,19,19,73,17,14,29,49,6,12,17,A,0
16946,0,,35,55,F,H,86000,60293,29,3,3,2,2,14,14,15,20,34,17,12,29,26,6,14,12,A,0
17021,0,,40,37,M,U,86400,43934,36,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0
17089,1,5,44,,F,U,60900,43241,12,5,7,3,4,6,6,6.67,5,52,19,12,31,38,6,14,16,S,1
17094,1,15,35,57,F,H,89700,57017,29,2,2,0,0,13,13,,16,28,18,10,23,21,4,4,9,A,0
17102,1,7,39,,F,U,68500,0,24,5,13,1,4,6.8,5.69,7,6,56,22,12,34,46,6,17,20,S,1
17117,0,,51,53,F,H,58000,42412,33,4,14,2,6,9.25,5.29,10,10,122,15,13,31,52,6,13,22,S,1
17118,0,,46,,M,U,67500,41189,26,1,1,0,0,15,15,,15,15,15,8,10,10,2,2,3,E,0
17145,1,20,50,,F,U,49700,40197,24,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0
17217,1,10,49,67,M,U,62100,40308,19,3,17,3,9,6.67,6.71,6.67,10,63,18,13,33,61,5,15,21,A,1
16756,1,15,17,29,M,H,54200,43084,32,4,5,2,3,13,15.4,11,10,44,15,14,35,43,6,16,16,A,1
24311,1,3,42,,F,U,87700,0,39,2,9,2,7,16.5,10.22,16.5,16,105,24,11,29,60,5,14,25,A,0
17268,0,,50,46,M,H,45000,29767,23,3,23,1,10,10,6.09,10,10,130,24,12,33,74,6,16,32,S,1
17283,0,,49,39,U,U,61700,0,24,3,17,1,6,10,4.71,10,3,105,18,13,34,65,6,17,27,S,1
17279,0,,44,52,M,U,72800,51138,30,2,2,1,1,15,15,10,20,29,16,12,25,23,5,11,10,A,0
17255,1,20,34,,F,U,73500,54339,29,1,7,1,5,16,12.71,16,16,77,15,14,31,54,5,12,19,A,1
17333,0,,40,50,F,U,82800,53597,21,4,7,2,3,12,11.29,12,12,41,16,13,33,37,6,16,15,A,0
17452,1,32,25,,F,U,83200,53597,27,4,7,3,5,27.5,18.86,28.33,40,45,18,25,46,70,10,20,27,L,1
17378,1,15,34,31,F,H,106400,53635,25,1,4,1,3,20,11.25,20,20,53,17,14,31,38,6,14,15,A,0
17517,0,,35,,F,U,87300,0,24,1,4,1,3,15,12.25,15,15,64,16,12,28,45,4,10,14,A,0
17418,1,13,15,43,F,H,85300,65546,14,3,4,3,3,11,9.75,11,11,27,16,13,27,27,6,13,11,A,0
17435,0,,25,38,M,H,92700,73864,7,1,1,1,1,25,25,25,25,16,16,12,16,13,5,7,6,F,0
17511,0,,35,33,M,H,86800,40491,22,1,2,1,1,20,17.5,20,20,33,27,10,25,25,4,10,10,A,0
17590,0,,35,49,F,H,167600,86922,24,1,11,1,8,30,19.55,30,30,105,20,14,29,71,6,13,26,A,1
17608,0,,35,58,F,H,188500,108658,32,4,16,3,10,11.5,8.13,11.33,12,119,22,13,35,72,6,17,32,S,1
5331,1,14,24,,U,U,161800,84071,30,9,22,7,11,13.33,11.55,13,15,112,4,30,50,102,11,22,41,S,1
17636,0,,22,,M,H,107700,84071,27,2,6,1,4,20,16.67,20,20,74,18,13,33,53,6,16,22,A,0
17363,0,,17,32,M,U,80100,55991,30,2,2,1,1,15,15,15,15,29,20,10,23,21,4,10,9,A,0
17367,0,,40,31,M,H,91200,55991,24,6,7,5,5,9.33,8.43,9.8,7,35,19,12,31,31,6,16,14,S,1
17578,0,,35,31,F,H,127400,0,24,4,4,4,4,10,10,10,10,33,20,13,31,31,6,14,12,A,1
17664,0,,32,59,F,H,57400,25742,30,1,1,0,0,20,20,,20,15,15,8,10,10,3,3,4,E,0
17714,1,26,11,66,F,H,77000,43231,30,2,7,1,4,21,12.43,21,21,87,17,15,33,59,6,14,23,A,1
188727,0,,32,67,F,U,56700,43231,28,3,11,2,4,15,11.91,15.5,10,69,5,12,34,53,6,17,21,A,1
186462,1,8,40,81,F,H,65400,43231,23,3,28,2,17,5,4.29,5,10,129,4,19,37,82,6,14,31,S,1
14124,0,,24,75,M,U,134800,57000,27,1,22,1,5,15,11.95,15,15,147,4,18,35,85,7,14,30,A,0
5960,0,,23,46,M,H,150400,57000,57,2,12,2,7,18,12.83,18,20,101,17,20,39,90,6,16,25,A,1
17791,1,25,24,58,F,H,96900,50858,18,2,4,2,3,25,25,25,25,44,18,13,34,38,6,17,17,A,0
17772,1,10,24,87,F,H,260200,50858,43,2,2,1,1,10,10,15,5,21,20,11,18,16,4,7,6,N,0
17782,0,,15,40,F,U,94000,0,15,3,5,2,2,13.33,10.8,12.5,15,33,18,12,30,30,6,15,13,A,0
17820,0,,14,,F,U,111600,0,26,2,29,2,10,10,9.17,10,10,128,22,13,35,80,6,17,34,S,1
17833,0,,12,70,F,H,98800,72359,37,2,2,0,0,12.5,12.5,,15,28,18,12,26,23,5,5,10,A,0
17872,0,,34,79,F,H,90900,67280,31,4,15,2,9,14.25,15.4,10,25,130,15,13,34,73,6,16,31,S,1
16733,0,,22,,U,H,121900,67280,18,4,20,1,11,20,16.7,20,20,126,17,15,36,75,6,17,30,S,1
17898,0,,32,59,F,H,56900,32482,18,3,4,1,1,6.33,5.5,5,4,24,16,13,24,21,6,11,9,N,0
17881,0,,32,41,F,H,48000,32482,26,4,4,1,1,9.25,9.25,11,14,31,19,13,27,24,6,12,10,A,1
17921,1,8,28,69,F,H,73200,49658,41,5,7,3,4,8.2,7.29,8.33,9,41,16,13,33,34,6,15,15,A,0
17961,0,,47,,F,U,45100,36806,19,2,15,0,9,12,8.8,,10,126,16,12,32,74,5,5,32,A,1
18055,0,,47,,M,U,53600,41021,25,3,6,1,3,15,9.5,10,20,65,27,11,30,43,5,14,17,A,0
188333,0,,50,73,U,U,43700,0,30,0,9,0,4,0,16,,25,85,6,23,23,68,8,8,27,A,1
17988,0,,50,,M,H,39600,28519,21,3,15,2,9,25.67,19.73,25,20,117,18,13,30,71,5,14,29,S,1
18019,0,,39,29,M,H,58700,43818,24,1,1,1,1,20,20,20,20,25,25,7,17,15,3,7,6,N,0
18038,1,16,47,,U,U,54800,0,30,2,8,2,7,15.5,12.38,15.5,16,77,25,11,32,60,6,17,22,A,1
18067,0,,47,67,F,H,62500,44461,27,2,9,0,6,13.5,8,,15,130,19,12,26,61,5,5,24,A,1
18104,1,12,22,43,M,U,91500,59375,18,3,11,1,8,12.33,10.55,13,13,123,16,13,30,67,6,13,29,S,1
18089,1,25,22,47,M,H,99400,59375,19,5,9,5,8,16.6,13.78,16.6,17,76,21,14,32,55,6,16,22,A,1
18091,0,,22,61,M,H,81000,59375,34,3,9,1,6,21.67,15.78,20,25,81,27,11,32,58,5,16,23,A,1
18115,0,,47,56,F,H,59600,42313,15,1,7,0,5,25,18.14,,25,104,18,15,29,62,6,6,25,A,1
17023,0,,40,25,F,H,71700,42313,36,1,1,1,1,23,23,23,23,17,17,11,16,14,5,7,6,F,0
18126,0,,44,,F,U,73300,0,19,5,8,4,7,11.2,9.63,11.5,10,53,20,13,32,43,6,16,18,S,1
18196,1,12,36,,M,U,46900,40493,28,6,43,2,17,11.33,7.47,10,13,127,15,12,34,80,5,16,32,S,1
18182,0,,36,,F,U,46900,40493,28,2,2,2,2,17.5,17.5,17.5,20,36,21,10,28,28,4,12,11,A,0
18207,0,,36,,F,U,58200,37509,37,2,2,1,1,12.5,12.5,10,15,29,17,11,24,22,4,10,9,A,0
13782,1,10,0,83,F,H,48500,37127,0,2,23,1,14,15,18.04,20,10,130,6,25,45,98,5,14,33,A,1
18229,0,,34,52,F,U,74200,0,26,2,13,0,8,50,21.15,,50,119,18,13,35,76,6,6,34,A,1
18266,1,5,30,72,M,H,48700,33629,27,9,28,7,19,5,5,5,5,92,17,13,30,62,6,17,27,S,1
18257,1,5,38,,M,H,48700,33629,27,4,9,4,6,4.75,4,4.75,1,44,15,16,33,37,6,14,14,A,1
18262,0,,24,63,M,U,79000,33629,37,11,18,7,10,6.55,6.11,6.29,8,55,18,14,35,47,6,17,19,S,1
18283,0,,31,,M,U,32200,0,0,4,9,2,3,10.25,8.78,9.5,12,103,16,9,28,46,4,13,17,A,0
18322,1,10,42,73,M,H,80700,36402,32,4,8,3,6,9.5,7.38,9.67,11,56,17,13,31,41,6,14,17,S,1
18341,0,,47,59,F,H,46900,32201,25,2,9,2,5,14.5,8.22,14.5,20,85,21,12,31,41,6,15,18,A,1
18339,1,10,47,49,M,U,46900,32201,25,3,3,1,1,10,10,5,10,32,18,12,26,24,6,12,10,A,0
18351,0,,47,40,F,U,47300,45078,24,1,5,0,3,16,12.4,,16,79,24,9,24,47,4,4,17,A,1
18359,1,10,50,,F,U,41200,27259,14,4,18,0,8,8.25,6.44,,10,130,15,14,34,75,6,6,31,S,1
187959,1,10,40,,U,U,102400,0,32,4,34,3,20,9.5,7.5,9.33,11,80,19,7,15,34,2,6,14,E,1
18428,0,,40,70,F,H,86700,46776,28,6,14,2,5,7.83,7.29,10,5,52,19,15,37,45,6,17,18,S,1
18425,1,7,40,,F,U,87000,46776,30,3,4,3,3,6,7,6,8,29,16,12,25,24,6,12,10,A,1
18438,1,5,46,69,M,H,120500,60885,46,7,17,3,10,5,4.18,5,5,113,16,13,33,66,6,17,28,S,1
18454,0,,46,,M,U,77300,40556,32,4,16,1,10,11.5,7.69,10,11,128,15,14,32,71,6,14,32,S,1
18466,1,6,47,39,F,H,59400,44250,30,4,14,3,7,5,3.93,5,5,68,15,11,26,46,5,12,18,S,1
18471,0,,40,39,M,U,86700,0,30,4,14,3,7,13.25,7.29,12.33,18,68,21,12,33,55,6,17,23,S,1
18498,0,,41,71,F,U,44200,0,32,3,4,3,3,11,9,11,20,29,16,13,26,26,6,12,10,A,1
18508,1,6,36,,F,U,63500,50251,26,4,6,1,1,6.25,6.67,5,10,40,18,13,33,35,6,15,14,A,1
18543,1,14,36,37,F,U,50600,45282,36,5,11,4,6,11.6,9.09,11.5,14,87,17,14,35,57,6,17,23,S,1
18534,1,15,36,46,F,U,57600,0,27,1,1,0,0,25,25,,25,16,16,13,18,15,6,6,7,F,0
18559,0,,36,,M,U,57200,41063,35,2,14,1,8,9,6.29,11,8,112,18,14,30,68,6,12,24,S,1
19789,1,10,40,53,M,U,35500,50628,35,2,3,0,0,10,10,,10,24,19,14,26,25,6,6,9,N,0
18581,1,12,44,53,F,H,77500,50628,24,1,16,0,10,12,4.63,,12,124,18,11,26,58,4,4,25,A,1
18585,0,,41,45,F,U,68900,50628,33,3,19,1,13,25.67,10.37,25,27,130,18,14,35,79,6,16,32,S,1
18584,1,12,27,75,F,H,67100,50628,49,1,10,1,6,14,10.6,14,14,130,21,14,33,68,5,13,28,A,0
18610,0,,40,69,F,H,79700,55991,30,4,20,3,10,6.5,6.45,7,10,123,17,14,36,75,6,17,32,S,1
18611,0,,41,62,F,U,39700,55991,32,6,28,4,20,5,4.36,5,5,127,23,12,33,74,6,16,31,S,1
18607,1,23,40,37,M,H,79700,55991,30,1,13,0,8,17,7.77,,17,125,26,9,28,67,4,4,27,A,1
18609,1,10,35,48,F,H,120800,55991,30,1,8,1,6,20,14,20,20,128,23,10,27,62,4,11,26,A,0
19623,1,14,34,35,F,U,107000,0,32,5,15,5,10,8.2,6.53,8.2,10,62,18,14,36,52,6,17,21,S,1
18802,1,20,40,46,M,H,112800,92715,32,2,6,1,4,20,14.5,20,20,87,16,13,34,60,6,16,23,A,0
18640,0,,34,49,F,H,130700,61112,36,3,4,1,1,11.67,11.25,15,15,28,19,12,26,24,6,13,11,A,0
18657,0,,43,51,F,H,43300,38681,26,3,20,2,12,12.67,8.4,12.5,13,112,16,12,32,76,5,15,29,A,1
18664,1,15,36,59,M,H,51900,36337,24,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0
18676,0,,36,53,M,H,76100,36337,25,3,19,3,18,10,9.26,10,10,130,21,8,22,68,4,11,27,S,1
18694,1,5,30,68,M,H,32000,36344,34,1,7,0,2,15,6.14,,15,81,26,9,26,48,4,4,19,A,0
18700,0,,32,68,M,U,49900,0,30,3,14,1,7,10.67,10.5,12,10,130,18,13,31,71,4,13,28,A,1
18732,0,,23,48,M,H,86700,46557,41,4,13,1,8,5.5,4.23,7,7,125,17,10,27,56,4,11,23,S,1
18740,0,,40,77,F,H,65700,57099,29,3,3,3,3,13.67,13.67,13.67,15,29,21,12,25,24,6,13,11,A,0
18757,0,,27,,F,U,65900,0,35,7,19,5,12,10.14,7.95,10.2,11,69,25,12,32,52,6,17,22,S,1
18753,0,,27,38,M,H,68000,57099,30,1,3,0,1,35,35,,50,57,18,13,30,42,6,6,17,A,0
